Data collection started on {11/05/2018 14:39:22.676}
[Time] 	 [G1.X] 	 [G1.Y] 	 [G1.Z] 	 [G2.X] 	 [G2.Y] 	 [G2.Z] 	 [G3.X] 	 [G3.Y] 	 [G3.Z] 	 [G4.X] 	 [G4.Y] 	 [G4.Z] 	 [A1.X] 	 [A1.Y] 	 [A1.Z] 	 [A2.X] 	 [A2.Y] 	 [A2.Z] 	 [A3.X] 	 [A3.Y] 	 [A3.Z] 	 [A4.X] 	 [A4.Y] 	 [A4.Z] 	 [M1.X] 	 [M1.Y] 	 [M1.Z] 	 [M2.X] 	 [M2.Y] 	 [M2.Z] 	 [M3.X] 	 [M3.Y] 	 [M3.Z] 	 [M4.X] 	 [M4.Y] 	 [M4.Z] 	 [EMG1] 	 [EMG2] 	 [PULSE A] 	 [PULSE B]
2.9400000000	-0.1907377737	-6.6300450141	2.3270008392	0.7553215839	3.1815060655	0.6179903868	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1117570764	-0.5436484321	-0.8225833524	0.0427862974	0.0012817578	-0.9519798581	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0356145571	0.0320744640	-0.1619592584	0.0347600519	0.0120546273	-0.0862745098	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0786602579	2.7539482719	0.8250125887	2.4750377661	
2.9600000000	0.4501411460	-6.4927138170	2.0218204013	0.3585870146	1.5335317006	0.3280689708	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1166399634	-0.5376668956	-0.8238040742	0.0465705348	-0.0109254597	-0.9481956207	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0351873045	0.0324406806	-0.1629358358	0.0285343709	0.0171206226	-0.0909132525	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0798809796	2.7539482719	0.8250125887	2.4750377661	
2.9800000000	0.0381475547	-6.7215991455	2.4490730144	0.3891050584	1.3809414817	0.2517738613	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1163958190	-0.5434042878	-0.8214847028	0.0404669261	-0.0075074388	-0.9441672389	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0354314488	0.0317692836	-0.1614099336	0.0242618448	0.0135805295	-0.0733958953	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0786602579	2.7539482719	0.8250125887	2.4750377661	
3.0000000000	0.4806591897	-6.6605630579	1.9302662699	1.4267185473	1.6556038758	0.7248035401	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1174944686	-0.5431601434	-0.8230716411	0.0399786374	-0.0071412222	-0.9376974136	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0342107271	0.0313420310	-0.1614709697	0.0284122988	0.0103456168	-0.0827954528	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0786602579	2.7539482719	0.8250125887	2.4750377661	
3.0200000000	0.1449607080	-6.4621957733	2.2049286641	0.3738460365	2.6016632334	0.4654001678	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1152971695	-0.5456015869	-0.8203860533	0.0425421530	-0.0138551919	-0.9372091249	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0341496910	0.0324406806	-0.1619592584	0.0310978866	0.0119935912	-0.0959792477	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0786602579	2.7539482719	0.8250125887	2.4750377661	
3.0400000000	-0.6027313649	-6.3248645762	2.1591515984	-0.5874723430	2.2812237736	0.8468757153	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1166399634	-0.5447470817	-0.8227054246	0.0442511635	-0.0144655528	-0.9383077745	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0337834745	0.0295109483	-0.1612268254	0.0298771649	0.0146181430	-0.0826733806	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0786602579	2.7527275502	0.8250125887	2.4750377661	
3.0600000000	-0.2059967956	-6.3859006638	2.2812237736	-0.4806591897	2.9221026932	0.7248035401	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1159075303	-0.5413290608	-0.8205081254	0.0415655756	-0.0094605936	-0.9489280537	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0340886549	0.0322575723	-0.1614709697	0.0285343709	0.0101014725	-0.0841382467	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0774395361	2.7539482719	0.8250125887	2.4750377661	
3.0800000000	0.0534065766	-6.2027924010	2.3727779049	0.4043640803	2.5864042115	0.5264362554	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1157854582	-0.5404745556	-0.8260013733	0.0463263905	-0.0083619440	-0.9456321050	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0349431601	0.0307316701	-0.1621423667	0.0290226596	0.0124818799	-0.0890211337	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0774395361	2.7539482719	0.8250125887	2.4750377661	
3.1000000000	-0.0991836423	-6.3706416419	2.2354467079	-0.5111772335	1.8539711604	0.6485084306	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1148088808	-0.5374227512	-0.8209964141	0.0464484627	-0.0072632944	-0.9435568780	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0340886549	0.0325627527	-0.1609216449	0.0298161288	0.0116273747	-0.0798657206	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0786602579	2.7527275502	0.8250125887	2.4750377661	
3.1200000000	0.7705806058	-6.3859006638	2.4032959487	-0.4043640803	2.4185549706	0.0686655985	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1190814069	-0.5352254520	-0.8227054246	0.0366826886	-0.0065308614	-0.9508812085	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0344548714	0.0315861753	-0.1636682689	0.0327458610	0.0126039521	-0.0857251850	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0774395361	2.7527275502	0.8250125887	2.4750377661	
3.1400000000	0.1907377737	-6.3706416419	2.1133745327	0.7858396277	1.9913023575	0.5111772335	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1167620356	-0.5357137407	-0.8257572290	0.0436408026	-0.0048218509	-0.9359884031	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0343938354	0.0318303197	-0.1628747997	0.0342717632	0.0116273747	-0.0735179675	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0774395361	2.7539482719	0.8250125887	2.4750377661	
3.1600000000	0.3585870146	-6.2790875105	1.9913023575	-0.1297016861	1.6250858320	0.3433279927	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1182269017	-0.5352254520	-0.8241702907	0.0482795453	-0.0109254597	-0.9434348058	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0346379797	0.0318913558	-0.1607995727	0.0308537423	0.0114442664	-0.0963454643	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0774395361	2.7539482719	0.8250125887	2.4750377661	
3.1800000000	0.9231708248	-6.3096055543	2.0675974670	0.4348821241	1.5793087663	0.3280689708	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1111467155	-0.5424277104	-0.8233157855	0.0491340505	-0.0028686961	-0.9451438163	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0345769436	0.0326237888	-0.1607385367	0.0326237888	0.0132753491	-0.0996414130	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0774395361	2.7527275502	0.8250125887	2.4750377661	
3.2000000000	0.8316166934	-6.5842679484	2.2049286641	-0.0991836423	1.2741283284	0.3280689708	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1130998703	-0.5388876173	-0.8220950637	0.0490119783	-0.0117799649	-0.9505149920	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0340886549	0.0306706340	-0.1612268254	0.0331731136	0.0097352560	-0.0781567102	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0774395361	2.7539482719	0.8250125887	2.4750377661	
3.2200000000	0.2059967956	-6.3096055543	2.4490730144	-0.4806591897	0.9994659342	0.5416952773	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1151750973	-0.5398641947	-0.8186770428	0.0488899062	-0.0076295109	-0.9408712902	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0340886549	0.0317692836	-0.1623254749	0.0334172580	0.0132753491	-0.0881055924	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0786602579	2.7539482719	0.8250125887	2.4750377661	
3.2400000000	0.3738460365	-6.4164187076	2.6474402991	0.4348821241	1.0910200656	0.7553215839	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1095597772	-0.5383993286	-0.8240482185	0.0482795453	-0.0023804074	-0.9408712902	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0345769436	0.0314030671	-0.1623865110	0.0303044175	0.0110170138	-0.0799877928	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0774395361	2.7527275502	0.8250125887	2.4750377661	
3.2600000000	0.6179903868	-6.3401235981	2.6932173648	-0.2365148394	1.7624170291	0.5416952773	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1137102312	-0.5375448234	-0.8244144350	0.0487678340	-0.0166628519	-0.9473411154	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0347600519	0.0317692836	-0.1611047532	0.0321965362	0.0116884108	-0.0831616693	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0774395361	2.7527275502	0.8250125887	2.4750377661	
3.2800000000	0.4501411460	-6.1264972915	2.9983978027	-0.4196231022	2.2049286641	0.9842069123	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1150530251	-0.5376668956	-0.8238040742	0.0454718853	-0.0094605936	-0.9403830014	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0353704128	0.0325017166	-0.1618982223	0.0287785153	0.0095521477	-0.0916456855	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0786602579	2.7527275502	0.8250125887	2.4750377661	
3.3000000000	0.6179903868	-6.3553826200	2.8152895399	0.2059967956	2.0523384451	0.7858396277	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1192034791	-0.5375448234	-0.8261234455	0.0446173800	-0.0065308614	-0.9374532692	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0342107271	0.0320744640	-0.1618371862	0.0350041962	0.0114442664	-0.0923781186	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0786602579	2.7539482719	0.8250125887	2.4750377661	
3.3200000000	0.7705806058	-6.2180514229	2.9678797589	0.5111772335	1.6861219196	0.4654001678	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1161516747	-0.5347371633	-0.8263675898	0.0442511635	-0.0037232013	-0.9434348058	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0342107271	0.0316472114	-0.1618371862	0.0320134279	0.0108949416	-0.0845044633	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0786602579	2.7527275502	0.8250125887	2.4750377661	
3.3400000000	1.5487907225	-6.6605630579	2.8763256275	0.7248035401	0.4806591897	0.6179903868	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1157854582	-0.5401083391	-0.8288090333	0.0453498131	-0.0038452735	-0.9479514763	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0344548714	0.0318913558	-0.1619592584	0.0289005875	0.0096742199	-0.0919508659	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0786602579	2.7539482719	0.8250125887	2.4750377661	
3.3600000000	0.5874723430	-6.3401235981	2.6779583429	0.0228885328	-0.5722133211	0.7248035401	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1160296025	-0.5357137407	-0.8206301976	0.0507209888	-0.0084840162	-0.9494163424	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0341496910	0.0315861753	-0.1611657893	0.0331731136	0.0098573281	-0.0947585260	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0786602579	2.7539482719	0.8250125887	2.4750377661	
3.3800000000	1.9607843137	-6.3401235981	2.8305485618	0.9231708248	-0.6790264744	0.3738460365	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1152971695	-0.5408407721	-0.8230716411	0.0438849470	-0.0045777066	-0.9447775998	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0337224384	0.0325017166	-0.1613488975	0.0332341497	0.0127870603	-0.0937209125	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0786602579	2.7539482719	0.8250125887	2.4750377661	
3.4000000000	1.3809414817	-6.3248645762	3.0899519341	-0.3891050584	-0.6485084306	0.5569542992	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1160296025	-0.5435263600	-0.8206301976	0.0470588235	-0.0130006867	-0.9400167849	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0334172580	0.0314030671	-0.1618371862	0.0322575723	0.0116273747	-0.0835278859	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0798809796	2.7539482719	0.8250125887	2.4750377661	
3.4200000000	0.7400625620	-6.2180514229	2.8610666056	1.0299839780	0.5569542992	0.8621347372	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1141985199	-0.5396200504	-0.8174563210	0.0431525139	-0.0025024796	-0.9385519188	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0345159075	0.0312199588	-0.1618982223	0.0294499123	0.0130922408	-0.0864576181	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0798809796	2.7539482719	0.8250125887	2.4750377661	
3.4400000000	0.9842069123	-7.1641107805	2.5864042115	1.3351644160	1.8539711604	1.1062790875	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1181048295	-0.5391317617	-0.8238040742	0.0419317922	-0.0040894179	-0.9363546197	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0338445106	0.0323796445	-0.1615320058	0.0314030671	0.0107118334	-0.0963454643	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0798809796	2.7551689937	0.8250125887	2.4750377661	
3.4600000000	1.2130922408	-5.9586480507	2.9373617151	-2.6626993210	0.2059967956	-0.6332494087	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1210345617	-0.5485313191	-0.8227054246	0.0454718853	-0.0309452964	-0.9397726406	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0346990158	0.0312809949	-0.1619592584	0.0273136492	0.0118715190	-0.0810254063	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0981918059	2.7771419852	0.8250125887	2.4750377661	
3.4800000000	-0.2059967956	-6.4164187076	2.8915846494	0.7400625620	1.3656824598	0.9079118029	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1122453651	-0.5375448234	-0.8266117342	0.0375371939	0.0046997787	-0.9451438163	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0342717632	0.0317692836	-0.1614099336	0.0293278401	0.0108949416	-0.0845044633	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0847638666	2.7551689937	0.8250125887	2.4750377661	
3.5000000000	1.3199053941	-6.4469367514	2.1591515984	2.9678797589	1.3046463722	0.9079118029	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1195696956	-0.5353475242	-0.8283207446	0.0392462043	0.0046997787	-0.9411154345	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0342717632	0.0317692836	-0.1614099336	0.0286564431	0.0102235447	-0.0894483864	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0811017014	2.7551689937	0.8250125887	2.4750377661	
3.5200000000	1.7929350729	-5.9281300069	2.5558861677	-0.0686655985	0.3128099489	0.1449607080	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1126115816	-0.5443808652	-0.8194094759	0.0495002670	-0.0140993362	-0.9433127337	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0348821241	0.0312199588	-0.1623254749	0.0292668040	0.0122377356	-0.0888380255	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0798809796	2.7539482719	0.8250125887	2.4750377661	
3.5400000000	-0.3280689708	-6.2943465324	3.1052109560	-0.2059967956	-0.1449607080	0.5569542992	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1161516747	-0.5371786069	-0.8187991150	0.0477912566	-0.0139772641	-0.9435568780	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0347600519	0.0316472114	-0.1611047532	0.0303654536	0.0102845808	-0.0810254063	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0786602579	2.7539482719	0.8250125887	2.4750377661	
3.5600000000	0.1602197299	-6.5232318608	2.8000305180	0.6485084306	-0.1907377737	0.9689478904	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1184710460	-0.5344930190	-0.8269779507	0.0392462043	-0.0059205005	-0.9470969711	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0341496910	0.0317082475	-0.1615930419	0.0290226596	0.0129701686	-0.0846265354	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0798809796	2.7539482719	0.8250125887	2.4750377661	
3.5800000000	2.1744106203	-6.4011596857	2.5864042115	0.8468757153	-0.7095445182	0.8010986496	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1161516747	-0.5403524834	-0.8268558785	0.0424200809	-0.0075074388	-0.9397726406	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0338445106	0.0304264897	-0.1623254749	0.0289616236	0.0121156634	-0.0782177462	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0798809796	2.7539482719	0.8250125887	2.4750377661	
3.6000000000	2.0065613794	-6.1570153353	2.4032959487	1.0452429999	-0.6790264744	0.6332494087	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1170061799	-0.5474326696	-0.8184328985	0.0444953079	-0.0068970779	-0.9413595789	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0349431601	0.0303654536	-0.1615320058	0.0293278401	0.0124818799	-0.1092851148	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0786602579	2.7539482719	0.8250125887	2.4750377661	
3.6200000000	0.1602197299	-6.4164187076	2.4643320363	0.8926527810	-0.7705806058	-0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1117570764	-0.5484092470	-0.8201419089	0.0420538643	-0.0060425727	-0.9470969711	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0346990158	0.0328068971	-0.1625696193	0.0305485618	0.0133363851	-0.0834058137	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.1165026322	2.7978942550	0.8250125887	2.4750377661	
3.6400000000	0.2059967956	-6.4164187076	2.2354467079	0.8926527810	0.0076295109	-0.0839246204	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1162737469	-0.5394979782	-0.8201419089	0.0352178225	-0.0066529335	-0.9458762493	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0354924849	0.0325017166	-0.1620202945	0.0247501335	0.0126039521	-0.0953078508	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.1103990234	2.7808041505	0.8250125887	2.4750377661	
3.6600000000	1.1367971313	-6.3248645762	2.1286335546	0.5722133211	0.7095445182	0.0991836423	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1162737469	-0.5374227512	-0.8222171359	0.0386358434	-0.0077515831	-0.9373311971	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0336003662	0.0321355001	-0.1611047532	0.0320134279	0.0108949416	-0.0887159533	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0896467536	2.7563897154	0.8250125887	2.4750377661	
3.6800000000	1.1367971313	-6.4621957733	2.3880369268	0.4043640803	1.1520561532	0.3585870146	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1162737469	-0.5374227512	-0.8222171359	0.0407110704	-0.0101930266	-0.9367208362	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0350652323	0.0314641032	-0.1618371862	0.0277409018	0.0117494469	-0.0914015412	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0835431449	2.7563897154	0.8250125887	2.4750377661	
3.7000000000	1.2436102846	-6.4927138170	2.4338139925	0.1907377737	0.3585870146	0.5874723430	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1140764477	-0.5401083391	-0.8240482185	0.0421759365	-0.0111696040	-0.9439230945	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0337834745	0.0320134279	-0.1615320058	0.0298161288	0.0093690394	-0.0817578393	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0823224231	2.7539482719	0.8250125887	2.4750377661	
3.7200000000	0.9994659342	-6.2333104448	2.6016632334	0.2059967956	-0.8926527810	0.1907377737	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1126115816	-0.5381551843	-0.8220950637	0.0454718853	-0.0090943771	-0.9469748989	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0340886549	0.0317082475	-0.1615320058	0.0294499123	0.0141908904	-0.0823682002	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0811017014	2.7551689937	0.8250125887	2.4750377661	
3.7400000000	0.3738460365	-6.2638284886	2.9983978027	0.1907377737	-1.1673151751	0.0839246204	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1159075303	-0.5425497826	-0.8218509194	0.0376592660	-0.0087281605	-0.9524681468	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0352483406	0.0323796445	-0.1616540780	0.0278019379	0.0092469673	-0.0853589685	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0786602579	2.7539482719	0.8250125887	2.4750377661	
3.7600000000	0.1754787518	-6.4316777295	2.6779583429	0.9842069123	-0.4654001678	0.1144426642	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1187151904	-0.5424277104	-0.8212405585	0.0341191730	-0.0077515831	-0.9478294041	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0354314488	0.0310368505	-0.1619592584	0.0294499123	0.0101625086	-0.0782787823	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0798809796	2.7539482719	0.8250125887	2.4750377661	
3.7800000000	0.8621347372	-6.3706416419	2.5406271458	1.0757610437	0.9231708248	0.5111772335	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1176165408	-0.5394979782	-0.8194094759	0.0307011521	-0.0073853666	-0.9380636301	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0341496910	0.0310368505	-0.1620813306	0.0285954070	0.0119935912	-0.0830395972	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0798809796	2.7539482719	0.8250125887	2.4750377661	
3.8000000000	1.0605020218	-6.5079728389	2.3727779049	0.8010986496	1.6098268101	0.7553215839	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1176165408	-0.5368123903	-0.8238040742	0.0338750286	-0.0075074388	-0.9381857023	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0341496910	0.0310368505	-0.1620202945	0.0278019379	0.0133363851	-0.0912184329	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0798809796	2.7539482719	0.8250125887	2.4750377661	
3.8200000000	1.5640497444	-6.4774547951	2.3117418173	-0.0076295109	0.9384298466	1.1062790875	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1183489738	-0.5387655451	-0.8247806516	0.0352178225	-0.0108033875	-0.9369649805	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0339055467	0.0326848249	-0.1612878614	0.0304264897	0.0113221942	-0.0835889220	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0798809796	2.7539482719	0.8250125887	2.4750377661	
